Enseigne;sycron;anabel;adresse;cp;villes;telephone;serveur;caisse;Type caisse;Msge;NCR;DN;Trt sco
EXPRESS\3187 LOMME DUNKERQUE MITTERIE;3187;6732;878 AVENUE DE DUNKERQUE;59160;LOMME;33320506873;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3189 ELVEN SAINTE ANNE;3189;6866;RUE SAINTE ANNE;56250;ELVEN;33988509040;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3200 MARSEILLE MONTREDON;3200;6916;69 AVENUE DE MONTREDON;13008;MARSEILLE;33967413942;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3207 SAINT VINCENT DE TYROSSE;3207;6782;71 AVENUE NATIONALE;40230;SAINT VINCENT DE TYROSSE;33558895883;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3210 MAREUIL SUR OURCQ;3210;6832;14 Place Marius Haussy;60890;MAREUIL SUR OURCQ;33344394141;LV4;02K_E61;E61;#REF!;;;
EXPRESS\3217 BORDEAUX BORDE;3217;6903;RUE DES TERRES DE BORDE;33080;BORDEAUX;33967795899;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3218 HOSSEGOR;3218;6880;124 AVENUE DE PARIS;40150;HOSSEGOR;33558477172;LV3;03K_WI2;S2;#REF!;;;
EXPRESS\3228 DIJON CHABOT;3228;6905;79/81 RUE CHABOT CHARNY;21000;DIJON;33380630859;LV1;02K_WM3;M3;#REF!;;;
EXPRESS\3229 STRASBOURG CLEMENCEAU;3229;6926;ANGLE RUE EHRMANN / BOULEVARD CLEMENCEAU;67000;STRASBOURG;33986413330;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3230 BOURG EN BRESSE MAGINOT;3230;6894;17 AVENUE MAGINOT;1000;BOURG EN BRESSE;33474473831;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3231 RUAUDIN;3231;5994;48 rue Principale;72230;UZEL;33243757202;LV4;01K_E61;E61;#REF!;;;
EXPRESS\3232 MARSEILLE PARADIS;3232;9510;218 RUE PARADIS;13006;MARSEILLE;33961607770;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3238 LISIEUX SAINTE ANNE;3238;6917;65-75 BOULEVARD SAINTE ANNE;14100;LISIEUX;33231637811;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3239 DIVES SUR MER REPUBLIQUE;3239;6973;19 PLACE DE LA REPUBLIQUE;14160;DIVES SUR MER REPUBLIQUE;33231575584;LV3;02K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
EXPRESS\3243 CHAMBOURCY CHAUDE;3243;9074;8 RUE CHAUDE;78240;CHAMBOURCY;33130654621;LV1;02K_WM3_L5000-USB;M3;#REF!;;;
EXPRESS\3245 CANNES CARNOT;3245;190;59, BOULEVARD CARNOT;6400;CANNES;33493995473;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3246 LUTTERBACH;3246;622;5B RUE ARISTIDE BRIAND;68460;LUTTERBACH;33962663269;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3247 NANCY XXEME CORPS;3247;9089;RUE DU XXEME CORPS;54000;NANCY;33383357714;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3248 SAINT MAX ALEXANDRE 1ER;3248;9087;AVENUE Alexandre 1ER;54130;SAINT MAX;33383204922;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3250 DONGES PAIX 30;3250;6930;30 BIS AVE DE LA PAIX;44480;DONGES;33251739792;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3251 TOULOUSE BARES;3251;9409;13 RUE DU GENERAL BARES;31400;TOULOUSE;;LV3;03K_WI2;S2;#REF!;;;
EXPRESS\3254 SETE CORNICHE;3254;9137;2, CORNICHE NEUBURG;34200;SETE;33499040921;LV1;03K_WI2;S2;#REF!;;;
EXPRESS\3258 PARIS FAUBOURG SAINT ANTOINE 175;3258;629;175 RUE DU FBG ST ANTOINE;75011;PARIS;33143467084;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3264 TROYES HUGO;3264;9118;10 BLD VICTOR HUGO;10000;TROYES;33325469296;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3272 TOULOUSE TOURNEURS;3272;9337;1, RUE DES TOURNEURS;31000;TOULOUSE;33561758716;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3274 LEVALLOIS PERRET HUGO;3274;9156;79 RUE VICTOR HUGO;92300;LEVALLOIS PERRET;33981619053;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3278 ROMANS SUR ISERE;3278;9507;12 COURS PIERRE DIDIER;26100;ROMANS SUR ISERE;;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3283 METZ GRANGE AUX BOIS;3283;9367;RUE DU CUVION;57070;METZ;33961683763;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3284 DIJON DUCOUDRAY;3284;9354;21, RUE ANGELIQUE DUCOUDRAY;21000;DIJON;33380291178;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3285 COMPIEGNE PARIS;3285;9365;42, RUE DE PARIS;60200;COMPIEGNE;33344360202;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3287 TOULON VIENNE;3287;9364;12 PLACE RAPHAEL ELISE;83000;TOULON;33494900604;LV1;03K_WI2;S2;#REF!;;;
EXPRESS\3308 SAINT DIDIER AU MONT D OR;3308;9368;53 AVENUE DE LA REPUBLIQUE;69170;SAINT DIDIER AU MONT D OR;33437584987;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3309 ABBEVILLE BOIS;3309;9410;CHAUSSEE DU BOIS;80100;ABBEVILLE;33961638508;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3312 LOUVIERS FOCH;3312;9540;RUE DU MARECHAL FOCH;27400;LOUVIERS;;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3323 BOULOGNE HUGO;3323;;48 BIS AVENUE VICTOR HUGO;92100;BOULOGNE BILLANCOURT;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3331 SAINT VALERIEN;3331;2457;37 RUE DE LA REPUBLIQUE;89150;SAINT VALERIEN;33386951744;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3332 COUCHES;3332;615;71 RUE SAINT NICOLAS;71490;COUCHES;3385452580;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3333 LANGRES;3333;614;48 RUE DIDEROT;52200;LANGRES;33325871179;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3335 MATOUR;3335;1105;5 GRANDE RUE;71520;MATOUR;33385597184;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3336 BOULOGNE SUR MER GRANDE;3336;186;25 GRANDE RUE ;62200;BOULOGNE SUR MER;33321918699;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3347 BERGUES;3347;;19 RUE NATIONALE;59380;BERGUES;;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3348 POIX DU NORD;3348;8788;9 RUE DE LA CHASSE;59218;POIX DU NORD;33327257493;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3349 MARSEILLE TOULON;3349;219;208 AVENUE DE TOULON;13010;MARSEILLE;33491774464;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3352 BESANCON GDE RUE;3352;265;73 GRANDE RUE;25000;BESANCON;33381531223;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3353 VERDUN MAZEL;3353;243;7 Rue Mazel;55100;VERDUN;33962539096;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3354 CHENOVE;3354;;27 RUE ALFRED CHANGENET;21300;CHENOVE;;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3355 SAINT EGREVE;3355;229;1 bis Rue de Predieu;38120;SAINT EGREVE;33476728367;LV3;03K_WI2;S2;#REF!;;;
EXPRESS\3359 CLAYES SOUS BOIS JFK;3359;231;1 Rue President Kennedy;78340;CLAYES SOUS BOIS;;KO;KO;KO;#REF!;;;
EXPRESS\3360 PARIS PEUPLIERS;3360;1475;33 Rue Peupliers;75000;PARIS;33155323823;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3365 GRENOBLE MARTYRS;3365;241;"Avenue des Martyrs	";38000;GRENOBLE;;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3369 NANCY JAURES;3369;;47 BOULEVARD JEAN JAURES;54000;NANCY;33971311839;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3370 BREST SAINT ESPRIT;3370;1871;7 RAMPE DU VIEUX BOURG;29200;BREST;33971304912;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3374 PARIS SAINT LOUIS;3374;;35 RUE SAINT LOUIS EN L'ILE;75004;PARIS;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3379 STRASBOURG SCHERER;3379;;6 RUE DE L'ABBE FRANCOIS XAVIER SCHERER;67000;STRASBOURG;33388791922;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3381 SAUSHEIM;3381;2267;4 RUE DE MULHOUSE;68390;SAUSHEIM;;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3382 NANCY LIBERATION;3382;;40 AVENUE DE LA LIBERATION;54000;NANCY;33383987376;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3388 MASSY MAILLART;3388;1516;2 RUE ELLA MAILLART;91300;MASSY;;KO;KO;KO;#REF!;;;
EXPRESS\3390 PARIS JEANNE D ARC 56;3390;;56 RUE JEANNE D'ARC;75013;PARIS;33143418983;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3394 ORLEANS BOURGOGNE 58;3394;;58-60 RUE DU FBG DE BOURGOGNE;45000;ORLEANS;33238735573;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3395 PARIS AMSTERDAM;3395;4304;62 rue d'Amsterdam;75009;PARIS;33148742877;LV4;02K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
EXPRESS\3403 PARIS ESTREES;3403;2238;11-13 RUE D'ESTREES;75007;PARIS;33963662950;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3404 NEUILLY SUR SEINE CHATEAU;3404;;27 RUE DU CHATEAU;92200;NEUILLY SUR SEINE;33146247740;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3410 BORDEAUX VERDUN;3410;;59 Cours de Verdun;33000;BORDEAUX;33556331777;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3412 BORDEAUX ECOLE NORMALE;3412;2210;72 Rue de l'Ecole Normale;33200;BORDEAUX;33556589125;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3413 SAINT CAPRAIS DE BORDEAUX;3413;;1 Rue des Eucalyptus;33880;SAINT CAPRAIS DE BORDEAUX;33986482714;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3416 BORDEAUX GALLIENI;3416;;13 Cours Maréchal Galliéni;33400;BORDEAUX;33556006697;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3419 PARIS MOUFFETARD;3419;2570;102 rue Mouffetard;75005;PARIS;33143372147;KO;KO;KO;#REF!;;;
EXPRESS\3420 OSTWALD;3420;;3 Rue de la Chapelle;67540;OSTWALD;33953238144;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3425 LE VIGEN;3425;;Place de la briance;87110;LE VIGEN;33555906464;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3428 MONTPELLIER PETIT TRAIN;3428;;40 avenue Petit Train;34000;MONTPELLIER;33467654824;LV1;02K_WM3_L5000-USB;M3;#REF!;;;
"EXPRESS\3429 PIETROSELLA				";3429;;"LIEU DIT ARCIQUATRA							";20166;PIETROSELLA;"+33495512464	";LV2;03K_WI2;S2;#REF!;;;
"EXPRESS\3432 LONS	";3432;;"1 Allée du Moulin				";64140;LONS;33559828402;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3433 NICE REPUBLIQUE;3433;;56 Avenue de la republique;6000;NICE;33493897224;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3437 MONTGERMONT;3437;;1 RUE ALAIN COLAS;35760;MONTGERMONT;33223425219;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3439 COSTAROS;3439;1065;"Rue principale, le bourg					";43490;"COSTAROS	";;LV4;02K_WM3_L5000-USB_LNA-V5;M3;#REF!;;;
EXPRESS\3441 BORDEAUX NANSOUTY;3441;;1 Place Nansouty;33800;BORDEAUX;33556882074;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3442 HALLUIN;3442;;3 RUE MARTHE NOLLET;59250;HALLUIN;33320531024;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3446 DIJON LONGVIC;3446;;70 Rue Longvic;21000;DIJON;33345436089;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3448 TOULOUSE BONNEFOY;3448;;111 RUE DU FAUBOURG BONNEFOY;31500;TOULOUSE;33534412113;LV2;02K_WI2_Nocturne;S2;#REF!;;;
EXPRESS\3450 DOLE GRANDE RUE;3450;3436;46 Grande Rue;39100;DOLE;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3453 BORDEAUX HUGUERIE;3453;;34 Rue Huguerie;33000;BORDEAUX;33556812585;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3454 BORDEAUX PESSAC;3454;3411;181 Rue de Pessac;33000;BORDEAUX;33981478244;LV1;03K_WI2;S2;#REF!;;;
EXPRESS\3456 BRACIEUX;3456;;8 Place de la Halle;41220;BRACIEUX;;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3457 PARIS LEGENDRE;3457;;29 RUE LEGENDRE;75017;PARIS;33142942920;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3461 STRASBOURG WILSON;3461;3443;44 BOULEVARD WILSON;67000;STRASBOURG;33950062546;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3463 SUPECO ONNAING;3463;;240 Avenue Jean Jaures;59264;ONNAING;;LV2;04K_E61_4SCO-NCR;E61;#REF!;NCR;;NCR
EXPRESS\3466 TOURS GRAMMONT;3466;;220 AVENUE GRAMMONT;37000;TOURS;;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3470 LA FOUILLOUSE;3470;;55 Rue de la Liberation;42480;LA FOUILLOUSE;;KO;KO;KO;#REF!;;;
EXPRESS\3471 ATTIGNAT;3471;;486 Grande Rue;1340;ATTIGNAT;33474227512;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3472 TARNOS VIRO;3472;;7 Place Alexandre Viro;40220;TARNOS;33559153966;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3474 SAINT QUENTIN DE BARON;3474;;44 ROUTE DE L'ENTRE DEUX MERS;33750;SAINT QUENTIN DE BARON;33557241381;LV2;03K_WI2;S2;#REF!;;;
EXPRESS\3477 NIMES GAMBETTA;3477;;34 Avenue Gambetta;30000;NIMES;33448683521;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3480 BOURBON LANCY;3480;;BOURBON LANCY;71140;BOURBON LANCY;33345532997;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3481 QUIMPER BREST;3481;3465;6 BIS ROUTE DE BREST;29100;QUIMPER;33256106217;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3482 LUXEUIL;3482;3540;8-10 RUE VICTOR GENOUX;70300;LUXEUIL;33384945099;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3491 ANGLET BEAULIEU ESPAGNE;3491;3468;13 RUE DE BEAULIEU;64024;ANGLET;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3496 NIMES UZES;3496;;115 ROUTE D'UZES;30000;NIMES;33466848712;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3498 STRASBOURG SOULTZ;3498;3529;2 Rue de Soultz;67000;STRASBOURG;33988371980;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3502 VALENCE REYNAUD;3502;3517;91 CHEMIN GASTON REYNAUD;26000;VALENCE;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3506 VANNES STAEL;3506;3488;4 Giratoire Germaine de Staël;56000;VANNES;33297440056;LV3;02K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
EXPRESS\3507 AMIENS JEAN MOULIN;3507;3551;184 RUE JEAN MOULIN;80000;AMIENS;;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3509 SUPECO NOYELLES GODAULT;3509;2562;RN 43 - 161 RUE EMILE ZOLA;59421;NOYELLES-GODAULT;33321207372;LV2;04K_E61_4SCO-NCR;E61;#REF!;NCR;;NCR
EXPRESS\3513 FONDETTES;3513;3652;1 Bld Gustave Marchand;37230;FONDETTES;33236435623;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3514 SUPECO SAINT MARTIN LEZ TATINGHEM;3514;2563;ZI DU NORD, RUE DU FOND SQUIN;62500;SAINT MARTIN LEZ TATINGHEM;;LV2;04K_E61;E61;#REF!;;;
EXPRESS\3516 RENNES ANTRAIN;3516;3483;83 RUE D'ANTRAIN;35700;RENNES;33299631011;LV4;02K_WM3_L5000-USB;M3;#REF!;;;
EXPRESS\3521 ALBI DE GAULLE;3521;3656;106 AVENUE DE GAULLE;81000;ALBI;33563540248;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3522 MARSSAC SUR TARN;3522;3649;Zone d'aménagement concerté Vialette;81150;MARSSAC SUR TARN;33563460910;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3523 AMBILLY;3523;3763;14 Rue de l’Helvétie;74100;AMBILLY;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3524 LE PORTEL;3524;3593;12 RUE CARNOT;62480;LE PORTEL;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3525 PERIGNAT LES SARLIEVE;3525;3602;1 AVENUE DE LA REPUBLIQUE;63170;PERIGNAT LES SARLIEVE;33473773026;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3526 LE PUY EN VELAY PANNESSAC;3526;3599;64-68 RUE PANNESSAC;43000;LE PUY EN VELAY ;33471096115;LV1;03K_WI2;S2;#REF!;;;
EXPRESS\3528 DIJON MIRANDE;3528;6546;69, RUE DE MIRANDE;21000;DIJON;33380572736;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3529 LE CREUSOT;3529;3619;144 rue Edith Cavell;71200;LE CREUSOT;33385803504;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3530 RENNES BAYET;3530;3749;6 place Albert Bayet;35000;RENNES;33223350656;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3532 LIMOGES CHENIEUX;3532;3610;80 RUE FRANCOIS CHENIEUX;87000;LIMOGES;33555069288;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3533 TOULON 15 EME CORPS;3533;4178;75 EME AVENUE DU 15EME CORPS D'ARMEE;83000;TOULON;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3536 COMPREIGNAC;3536;3654;ROUTE DE LA GARE;87140;COMPREIGNAC;33555710648;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3541 PEYPIN;3541;3690;AVENUE DE LA REPUBLIQUE;13124;PEYPIN;33486361466;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3547 BARCARES;3547;;Immeuble Cap Coudalère;66420;LE BARCARES;33468540300;LV2;03K_WI2;S2;#REF!;;;
EXPRESS\3548 CHALABRE;3548;4023;7 AVENUE AUGUSTE CATHALA;11230;CHALABRE;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3550 SENS CHAMPBERTRAND;3550;;3 Rue Champbertrand;89100;SENS;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3552 AUDINCOURT;3552;4014;19 RUE ARISTIDE BRIAND;25400;AUDINCOURT;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3553 MONTCEAU LES MINES;3553;3765;41 rue Carnot;71300;MONTCEAU LES MINES;33385553032;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3554 NANCY VARSOVIE;3554;4064;5 7 bld de l'Insurrection de Varsovie;54000;NANCY;;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3555 ETUPES;3555;4009;19 AVENUE GENERAL DE GAULLE;25460;ETUPES;33381379128;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3556 ZILLISHEIM;3556;1526;10 RUE JEANNE D'ARC;68430;ZILLISHEIM;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3559 ANDERNOS;3559;3773;9/11 BOULEVARD DE LA REPUBLIQUE;33510;ANDERNOS;33557170111;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3562 ARRAS CAMBRAI;3562;4080;"38 Rue de Cambrai			";62000;"ARRAS	";33321168219;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3564 PARIS PICPUS;3564;4837;92bis rue de Picpus;75012;PARIS;33695368729;LV4;02K_E61;E61;#REF!;;;
EXPRESS\3566 PARIS SAINT MICHEL 55;3566;4106;55 bd st michel;75005;PARIS;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3567 SURESNES BAS ROGER;3567;4166;"71BIS RUE DU BAS ROGER		";92150;SURESNES;;LV4;02K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
"EXPRESS\3569 BRIVE L'ISLE				";3569;4019;"1 RUE ROUGET DE L'ISLE				";19100;"BRIVE		";33555225561;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3570 HOENHEIM;3570;4062;5 place du Docteur Schweitzer;67800;"HOENHEIM	";;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3571 SUPECO OUTREAU SOLEIL;3571;7987;130 BVD SPLINGARD;62230;OUTREAU;33321313212;LV2;04K_E61_4SCO-NCR;E61;#REF!;NCR;;NCR
EXPRESS\3572 BARBERAZ;3572;4039;64 route d'Apremont;73000;BARBERAZ;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3573 BETHUNE ARRAS;3573;4017;98 Rue d'Arras;62400;BETHUNE;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3574 CHAUNY;3574;4056;8 RUE CHAUDE;2300;CHAUNY;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3578 LA BASTIDE DE SEROU;3578;4059;"Lieu dit Calvaire faubourg sainte croix D117																";9240;"LA BASTIDE DE SÉROU					";33561013021;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3579 RENNES RUE DE NANTES;3579;35000;140, Rue de Nantes;56410;RENNES;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3580 ROMORANTIN;3580;4068;"14 rue du fbg d'orleans				";41200;"ROMORANTIN				";33988329690;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3581 ALBERTVILLE;3581;4047;49 RUE DE LA REPUBLIQUE;73200;ALBERTVILLE;;LV3;02K_WI2;S2;#REF!;;;
EXPRESS\3582 NANCY MOTHE;3582;7054;30 BLD DE LA MOTHE;54000;NANCY;;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3583 BLENOD LES PAM;3583;;164 Av. Victor Claude;54700;BLENOD LES PONT A MOUSON;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3586 CLICHY LA GARENNE;3586;4165;5 BIS RUE MADAME DE SANZILLON;92110;CLICHY LA GARENNE;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3588 NEUVILLE AUX BOIS;3588;4177;"35 PLACE GENERAL LECLERC		";45170;NEUVILLE AUX BOIS;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3590 SAINTE CATHERINE LES ARRAS;3590;4105;14 place de la république;62223;SAINTE CATHERINE;33297553521;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3593 CHAUVIGNY;3593;4123;"65 PLACE DU MARCHE		";86300;CHAUVIGNY;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3597 WOIPPY;3597;4089;20 avenue de Briey;57140;WOIPPY;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3598 MONDEVILLE;3598;4113;9A RUE CHAPRON;14120;MONDEVILLE;33250288722;LV1;02K_WI2;S2;#REF!;;;
EXPRESS\3601 MULHOUSE DINANT;3601;4149;1 RUE HENRI DINANT;68000;MULHOUSE;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3603 ANGERS BOSSELI;3603;4128;186 BD Elisabeth Boselli;49100;ANGERS;33241097941;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3605 LE PLESSIS GRAMMOIRE;3605;4129;21  rue des meuniers;49124;LE PLESSIS GRAMMOIRE;33241325885;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3606 PAVILLY;3606;4125;30 rue Delalande;76000;PAVILLY;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3608 BAYONNE FOCH;3608;4121;"16 AVENUE MARECHAL FOCH	";64100;BAYONNE;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3610 LISLE SUR TARN;3610;4163;4 RUE SAINT LOUIS;81310;LISLE SUR TARN;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3612 HAZEBROUCK;3612;4159;Zone Commerciale Leclerc, 69 rue Milieu ( Ex La Halle);59190;HAZEBROUCK;;LV4;04K_E61;E61;#REF!;;;
EXPRESS\3614 DIJON DEVOSGE;3614;4111;69 BIS RUE DEVOSGE;21000;DIJON;;LV2;02K_WI2;S2;#REF!;;;
EXPRESS\3616 TOULOUSE FILATIERS;3616;4576;43-45 RUE DES FILATIERS;31000;TOULOUSE;;LV4;02K_E61;E61;#REF!;;;
"EXPRESS\3617 SUPECO FOUQUIERES LES BETHUNE				";3617;4188;Z.A. Actipolis;62232;"FOUQUIERES LES BETHUNE				";;LV4;04K_E61;E61;#REF!;;;
EXPRESS\3620 PLANGUENOUAL;3620;4122;708 rue du verger;22400;PLANGUENOUAL;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3622 MARSEILLE KENNEDY;3622;4154;197 corniche kennedy;13007;MARSEILLE;;LV4;02K_WI2_1SCO-NCR;S2;#REF!;NCR;;NCR
EXPRESS\3623 PARON BEAUCHENE;3623;4136;"3C avenue Edme-Pierre Chauvot de Beauchêne		";89100;PARON;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3629 SAINT ALBAN LEYSSE;3629;4156;1 PLACE DU COMMERCE;73230;SAINT ALBAN LEYSSE;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3630 TOULOUSE CHARLES DE FITTE;3630;4432;99 ALLEE CHARLES DE FITTE;31300;TOULOUSE;;LV4;02K_E61;E61;#REF!;;;
EXPRESS\3635 EPINAL;3635;4145;4 RUE GEORGIN;88000;EPINAL;33329324773;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3636 CASSENEUIL SAINT JEAN;3636;4162;"9 Place St Jean			";47440;CASSENEUIL;;LV2;03K_WI2;S2;#REF!;;;
EXPRESS\3637 CAPBRETON;3637;4143;3 RUE JEAN-BAPTISTE GABARRA;40130;CAPBRETON;33558747857;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3641 WATTIGNIES;3641;4197;4-6 rue de l'Yser;59139;WATTIGNIES;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3643 AUXERRE;3643;4182;13 RUE DU 24 AOUT;89000;AUXERRE;;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3644 SAINT GEORGES SUR CHER;3644;4183;"3 Place Fidele Bretonneau			";41400;SAINT GEORGES SUR CHER;33254937773;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3645 MONTPELLIER JUVENAL;3645;4181;40 Av. du Pont Juvénal;34000;MONTPELLIER;33467839202;LV4;02K_WI2;S2;#REF!;;;
EXPRESS\3648 CONFLANS SUR LANTERNE;3648;5900;1 AVENUE PARMENTIER;70800;CONFLANS SUR LANTERNE;"+33384498542	";LV4;03K_WI2;S2;#REF!;;;
